	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RHOU	563.3425001	-0.957836859	0.179322208	-5.341429095	9.22E-08	0.001993079
ARMCX3	537.3708775	0.564107689	0.105715299	5.336102642	9.50E-08	0.002052398
PPIL1	184.0447239	0.952824884	0.178571792	5.33580848	9.51E-08	0.002055633
CDCA4	105.9510302	0.927334674	0.173796625	5.335746169	9.52E-08	0.002056244
SPINK4	519.3849192	3.338751125	0.626088277	5.332716245	9.68E-08	0.002090767
TKT	1951.847088	0.946556847	0.177514772	5.332270859	9.70E-08	0.002095806
TRHDE	38.51287424	-1.775143859	0.332926996	-5.331931261	9.72E-08	0.002099633
ESR2	13.96650348	-1.999019768	0.374985478	-5.330925819	9.77E-08	0.002111194
PRR33	32.55341287	-1.319879586	0.247600461	-5.330683063	9.78E-08	0.002113921
HRK	4.983215931	-2.770007879	0.519845254	-5.328523938	9.90E-08	0.002139102
LINC00092	5.61648867	-1.931244767	0.362511174	-5.327407556	9.96E-08	0.002152187
SLC22A5	476.2022757	-1.231324285	0.231165781	-5.326585437	1.00E-07	0.002161846
GLP2R	67.50213189	-1.912690636	0.359097588	-5.326381189	1.00E-07	0.002164177
ACOX1	1206.988603	-0.943816733	0.1772591	-5.324503696	1.01E-07	0.002186547
RIPK2	110.9990735	1.154170745	0.216772448	5.324342454	1.01E-07	0.002188386
METTL1	121.9577433	0.855310282	0.160714546	5.321922039	1.03E-07	0.002217609
FJX1	20.49421602	2.321106064	0.436541373	5.317035702	1.05E-07	0.002277865
TNFRSF13B	53.66607163	-2.347346977	0.441527951	-5.316417617	1.06E-07	0.002285507
MMP7	200.2673208	4.507937944	0.848354716	5.31374183	1.07E-07	0.002319233
PDGFRB	840.2556781	1.26008196	0.237193105	5.312472985	1.08E-07	0.002335336
OGFOD1	249.9301261	0.606832596	0.114316792	5.308341703	1.11E-07	0.002388771
FAM89A	39.60140846	1.326366564	0.249965659	5.306195128	1.12E-07	0.002416947
AKR1B10P1	1.704618484	-2.997430513	0.564983695	-5.305339848	1.12E-07	0.002428194
CACNG8	5.371615146	2.886417985	0.544222189	5.303749176	1.13E-07	0.002449346
SLC35B2	561.5468752	0.607387533	0.1145727	5.30132861	1.15E-07	0.002481935
PKP1	29.50680217	2.703095073	0.509904904	5.301174891	1.15E-07	0.002483911
E2F3	197.5188462	0.863623474	0.162942278	5.300180439	1.16E-07	0.002497363
TNS4	258.6706276	2.407317234	0.454583271	5.295657332	1.19E-07	0.002559863
FUT1	31.08162494	1.802734935	0.340533261	5.293858601	1.20E-07	0.002585064
CNST	344.798424	-0.495014211	0.093533687	-5.292362875	1.21E-07	0.002606182
CDC6	198.5957375	1.448530716	0.273830251	5.289885652	1.22E-07	0.002641605
PKP4	776.6449943	0.570912322	0.10792879	5.289712994	1.23E-07	0.002643977
SMARCC1	1303.699139	0.752367482	0.142334684	5.28590403	1.25E-07	0.002699469
EXOSC7	250.7954841	0.594126037	0.112417044	5.285017431	1.26E-07	0.00271245
EGLN1	682.9343469	-0.553104188	0.104668935	-5.284320381	1.26E-07	0.002722672
CXCL1	346.5708198	2.312275022	0.437850565	5.28096845	1.29E-07	0.002772834
PLEKHN1	18.42064102	2.029825703	0.385034014	5.271808796	1.35E-07	0.002914746
CPT2	301.6292233	-0.945821937	0.179478273	-5.269840866	1.37E-07	0.002946032
URB1	346.5183074	0.920675039	0.1747107	5.269711823	1.37E-07	0.002947967
ANK3	476.4601888	-1.142021592	0.216832879	-5.26682853	1.39E-07	0.002994487
TFR2	20.97194176	1.873166339	0.355672198	5.266552604	1.39E-07	0.00299885
SNAI1	28.63695492	1.88636423	0.358344322	5.264110834	1.41E-07	0.003038836
SPATA12	4.025904537	2.708202634	0.514551808	5.263226345	1.42E-07	0.003053356
NUDCD1	200.5208778	1.177503078	0.224039558	5.255782018	1.47E-07	0.003179349
ADCY5	173.8489282	-1.772182651	0.337269274	-5.25450371	1.48E-07	0.003201361
ACADM	660.5500232	-0.849586198	0.161728565	-5.253161057	1.50E-07	0.003224646
IPO11	164.3725614	0.511037002	0.097383143	5.247694705	1.54E-07	0.003321625
IFITM3	1507.048611	1.427506178	0.272064312	5.246943881	1.55E-07	0.00333503
DNAJC10	969.958268	0.756928539	0.14452826	5.237235532	1.63E-07	0.003515087
CEBPB	190.4292901	1.120538317	0.213981928	5.236602585	1.64E-07	0.003526994
LRRC15	29.85569404	1.998350547	0.381616939	5.236535233	1.64E-07	0.003528117
SLC14A1	21.72410789	-1.154673325	0.220577724	-5.234768512	1.65E-07	0.003561865
ZBTB7B	1382.591183	-0.862682165	0.164801289	-5.234680941	1.65E-07	0.003563389
CDK2	196.3416929	0.81179181	0.155138078	5.232705073	1.67E-07	0.003601537
SEPTIN1	115.2774767	-1.163888171	0.222460993	-5.231875288	1.68E-07	0.003617578
FKBP14	98.10436325	0.840286151	0.160660183	5.230207839	1.69E-07	0.003650191
REG1B	21.20572032	4.982854324	0.952827153	5.229546943	1.70E-07	0.003663094
TMEM156	21.93972388	-1.35792761	0.259675781	-5.229319435	1.70E-07	0.003667434
APPL2	1151.104118	-1.148952995	0.219936509	-5.224021249	1.75E-07	0.003773821
HLCS	218.0931897	0.556678655	0.106562491	5.223964373	1.75E-07	0.003774806
POLR2D	282.8218914	0.494226144	0.094677264	5.220114334	1.79E-07	0.00385395
CFB	128.330061	1.581211703	0.303001206	5.218499699	1.80E-07	0.003887513
COA1	260.7845415	0.535779307	0.102697334	5.217071243	1.82E-07	0.003917419
CFAP157	19.71942818	1.717817953	0.329331745	5.216071568	1.83E-07	0.003938426
DNTTIP1	353.2301336	0.9322961	0.178786048	5.214590906	1.84E-07	0.003969829
CXCL5	45.85379944	3.229984578	0.619660756	5.212504656	1.86E-07	0.004014562
THY1	570.1899072	1.804682666	0.346346075	5.21063409	1.88E-07	0.004055066
CPT1A	2337.034826	-0.816020071	0.156612654	-5.210435114	1.88E-07	0.004059229
NUGGC	36.71681648	-1.722719992	0.330772876	-5.208165834	1.91E-07	0.004108986
SIX4	4.682371471	2.177415578	0.418104238	5.207829482	1.91E-07	0.004116248
PPA1	1180.848097	0.97754898	0.187748252	5.206700827	1.92E-07	0.00414116
NOTCH3	536.8537829	1.347384537	0.258817769	5.205919756	1.93E-07	0.004158426
FAM166C	14.80083044	2.196957523	0.422027952	5.205715671	1.93E-07	0.004162806
C19orf53	350.0576595	0.598064416	0.114894995	5.205313036	1.94E-07	0.004171649
DBNDD1	67.45863931	1.67943673	0.322813165	5.202503843	1.97E-07	0.004235026
LAPTM4B	648.2757524	1.225586478	0.235776775	5.198079754	2.01E-07	0.004336843
PRMT3	165.3374189	0.988686396	0.190267461	5.196297847	2.03E-07	0.004378396
MZT1	185.738194	1.226732821	0.236095006	5.195928726	2.04E-07	0.00438689
NAALADL1	186.3887384	-1.740251914	0.33513185	-5.192738069	2.07E-07	0.004462561
NIT1	310.1648102	-0.520686894	0.100274774	-5.192601019	2.07E-07	0.004465641
SELE	39.87474443	2.822319412	0.54371027	5.190851762	2.09E-07	0.004507594
GTF3A	714.1568692	1.549930271	0.298615212	5.190392881	2.10E-07	0.004518508
CCT6A	1934.818916	0.957085836	0.184413487	5.189890659	2.10E-07	0.004530501
AJUBA	119.031717	1.796307828	0.346177111	5.188984972	2.11E-07	0.004552378
CD44	1597.505252	1.120496711	0.21595873	5.188476099	2.12E-07	0.004564621
UNC5D	7.275150225	-2.575943369	0.496595503	-5.187206391	2.13E-07	0.004595628
SLC39A10	212.552905	1.136957579	0.219297935	5.184533907	2.17E-07	0.004661796
RPL22L1	246.922408	1.615875881	0.311713515	5.18384928	2.17E-07	0.004678732
ODF2	370.8507741	0.80246556	0.154856727	5.181987101	2.20E-07	0.004725478
XIST	25.09690342	-5.437614627	1.049991181	-5.178724094	2.23E-07	0.004808647
RNF183	20.23780538	2.116814426	0.408798757	5.178133229	2.24E-07	0.004823674
FPR2	11.67975308	2.941254648	0.568366131	5.174929485	2.28E-07	0.004906953
ACLY	1497.382388	0.595415526	0.115077907	5.174021143	2.29E-07	0.004930652
XPO5	425.670462	0.986193779	0.190809558	5.168471579	2.36E-07	0.005079068
SNRPG	251.1916859	0.677989494	0.131276772	5.164580785	2.41E-07	0.005185614
TMEM211	12.02508948	3.648774853	0.706614054	5.163745091	2.42E-07	0.005208589
TNFAIP6	22.17260635	1.941734737	0.376043172	5.163595243	2.42E-07	0.00521252
WDR43	475.3070743	0.907920895	0.175965597	5.159650021	2.47E-07	0.005323314
ABCC2	30.69054373	2.437968489	0.47268935	5.15765479	2.50E-07	0.005380086
BGN	954.2979365	2.303152372	0.446976702	5.152734723	2.57E-07	0.005522966
LUCAT1	9.553877739	3.196385608	0.620447751	5.151740183	2.58E-07	0.005552084
PRSS2	6.145587159	4.950256982	0.961584008	5.14802341	2.63E-07	0.00566294
MFSD11	209.0126128	-0.575761395	0.111904632	-5.145107789	2.67E-07	0.005751337
KCTD9	344.2652503	-0.862467796	0.167655912	-5.144273091	2.69E-07	0.005776696
DARS1	628.0696419	0.816593599	0.158779751	5.142932856	2.70E-07	0.005817804
LDLRAD3	66.38965562	1.39657313	0.271940828	5.135577255	2.81E-07	0.006049755
ITGA2	635.2286799	1.330906271	0.259184335	5.1349796	2.82E-07	0.00606873
CNR2	10.29052513	-1.98279383	0.38621904	-5.133858311	2.84E-07	0.006104733
TRARG1	6.02661824	-3.421423066	0.66693154	-5.130096359	2.90E-07	0.006227717
ANKRD13A	540.6309721	-0.603277498	0.117690731	-5.125955895	2.96E-07	0.00636587
SUGCT	49.01426368	-1.443318814	0.281612862	-5.125187833	2.97E-07	0.006391579
GART	652.3238441	0.745923411	0.145597254	5.123196972	3.00E-07	0.006459163
KLK6	21.86744981	5.589901741	1.09125684	5.122443713	3.02E-07	0.006484726
SGK1	620.0287058	-1.252493643	0.244755494	-5.117325965	3.10E-07	0.006662802
CPNE5	149.1544473	-1.224217315	0.239313945	-5.115528536	3.13E-07	0.006726255
CDK4	523.9169893	0.844265277	0.165164166	5.111673415	3.19E-07	0.006864688
CD160	16.85160833	-1.977797253	0.386956006	-5.111168257	3.20E-07	0.006882752
NFYC	355.2768019	-0.398317751	0.077931249	-5.111142922	3.20E-07	0.006883355
CNNM2	380.0030346	-1.04219452	0.204052404	-5.10748464	3.26E-07	0.007017594
TCOF1	483.8693016	0.85265343	0.166984286	5.106189637	3.29E-07	0.007065504
PLEKHS1	141.4775945	1.703579238	0.333655006	5.105810508	3.29E-07	0.007079357
SLC25A23	1094.337727	-0.938494149	0.183894628	-5.103434287	3.34E-07	0.007168536
CHP1	2236.762371	-0.866690328	0.169842813	-5.102896692	3.34E-07	0.007188602
CRNDE	7.257973489	3.024492821	0.593060762	5.09980261	3.40E-07	0.007306769
STRAP	866.1966936	0.633997472	0.124347938	5.098576465	3.42E-07	0.007353907
NKD2	60.75166613	2.375495111	0.465956431	5.098105644	3.43E-07	0.007371874
SALL4	21.54064612	2.947865238	0.578457627	5.096078088	3.47E-07	0.007450878
TMEM120A	380.2836415	-0.618062119	0.121329295	-5.094088097	3.50E-07	0.007529206
SOX9	867.327444	1.25281147	0.246251577	5.087526691	3.63E-07	0.00779397
GTF2F2	247.2959237	1.004695393	0.197499572	5.087076319	3.64E-07	0.007812131
RAMP1	67.9386602	2.490320424	0.489717806	5.085215189	3.67E-07	0.007888761
SLC38A7	152.3948431	0.62356045	0.122706105	5.081739431	3.74E-07	0.008034144
PHYKPL	669.9738506	-0.90958804	0.179087317	-5.079019853	3.79E-07	0.008149614
DCAF11	1146.870382	-0.511240516	0.100727968	-5.075457446	3.87E-07	0.008303413
PDE6A	68.16920398	-2.287528336	0.450841018	-5.073913517	3.90E-07	0.008370715
LEF1	78.04971684	1.858319107	0.366255391	5.073834142	3.90E-07	0.008373819
FCAR	3.298538192	3.49063235	0.68811064	5.072777761	3.92E-07	0.008420064
PTK7	534.2413208	1.363782758	0.268891353	5.071872866	3.94E-07	0.008459816
TLCD3A	158.2778025	0.940694944	0.185489521	5.071418265	3.95E-07	0.008479658
CXCL3	212.3557246	2.122085848	0.418443061	5.071384965	3.95E-07	0.008480747
CBX8	68.55330746	0.927687057	0.182926561	5.071363348	3.95E-07	0.008481316
0.16804	8.540273193	2.407720579	0.47481473	5.070863277	3.96E-07	0.008503239
ACSF2	684.6648026	-1.248261129	0.246210027	-5.069903714	3.98E-07	0.008545823
FADS1	114.3471347	1.456577277	0.287330306	5.069347888	3.99E-07	0.008570416
CLEC9A	6.336470378	-1.681142145	0.331739002	-5.06766505	4.03E-07	0.008646109
SRSF5	2421.71464	-0.684771973	0.135129819	-5.06751194	4.03E-07	0.008652661
SLC25A5-AS1	15.07137787	-0.809039248	0.159669738	-5.066954189	4.04E-07	0.008677638
TRPV3	82.39005919	-1.986333354	0.392026025	-5.066840532	4.04E-07	0.008682414
ABCB11	71.9012886	-3.201868415	0.632139979	-5.065125643	4.08E-07	0.008760534
CST2	5.795047051	4.401183674	0.868934861	5.06503292	4.08E-07	0.00876439
STBD1	110.8126812	-0.994715588	0.196553665	-5.060783734	4.18E-07	0.008961588
COL4A1	3363.711113	1.893053712	0.374086667	5.060468285	4.18E-07	0.00897601
RUNDC3B	48.22148557	-1.416819323	0.280057003	-5.05903908	4.21E-07	0.009043118
PSMD14	545.4495879	0.726557187	0.14361655	5.059007402	4.21E-07	0.009044199
TMA16	168.4620357	0.598560836	0.118330811	5.058368401	4.23E-07	0.009074129
CPEB3	87.01249541	-0.882393445	0.174496813	-5.056788301	4.26E-07	0.009149178
IGKV1D-12	16.7527743	-2.026617028	0.401244782	-5.050824633	4.40E-07	0.00943908
NAAA	647.6558898	-1.367108878	0.270690989	-5.050441026	4.41E-07	0.009457616
MYO3A	4.659612594	-2.378367302	0.470958616	-5.050055824	4.42E-07	0.009476265
PODNL1	36.02676612	1.708122971	0.338289865	5.049288039	4.43E-07	0.009513984
CKS2	371.2515522	1.323059497	0.262033132	5.049206899	4.44E-07	0.009517582
WDR5	481.820732	0.654345564	0.129656847	5.046749018	4.49E-07	0.009640337
CD82	491.2771004	0.857612346	0.170045642	5.043424425	4.57E-07	0.009808972
UGP2	2381.967069	-1.095544061	0.217227235	-5.043308968	4.58E-07	0.009814438
MYOM1	102.6472716	-2.249332074	0.446184674	-5.041258037	4.62E-07	0.009919763
PPM1A	699.3228798	-0.605310077	0.120172349	-5.037016264	4.73E-07	0.010141571
PRSS22	97.77265748	2.47659943	0.49173126	5.036489713	4.74E-07	0.010169022
ITGB8	163.7723929	1.269875847	0.252209198	5.035010056	4.78E-07	0.010247408
SET	1971.217496	0.740531888	0.147186268	5.031256647	4.87E-07	0.01044962
TRPV1	49.23548294	-0.826292681	0.16427753	-5.029858196	4.91E-07	0.010525631
ADCY9	453.9161694	-0.787862408	0.156712263	-5.027445799	4.97E-07	0.01065837
GPATCH4	484.9559624	0.684340337	0.136174998	5.025447732	5.02E-07	0.010769445
TGIF1	401.8488352	0.632654456	0.125921112	5.024212759	5.06E-07	0.010838463
MSANTD3	86.00952682	0.774707812	0.154204809	5.02388881	5.06E-07	0.010856264
POLE3	598.5034223	0.608242811	0.121148453	5.020640349	5.15E-07	0.011040979
HSP90AB1	9109.024448	1.117574277	0.222621451	5.020065555	5.17E-07	0.011073552
FKBP9	980.7901124	0.603517282	0.12022228	5.02001195	5.17E-07	0.011076126
0.4483	2.78394027	4.029946622	0.803218618	5.017247524	5.24E-07	0.011236112
AHRR	34.05169912	-1.230879727	0.245461073	-5.014561823	5.32E-07	0.011393659
0.10514	13.59277157	1.277764538	0.254884292	5.013116067	5.36E-07	0.011479101
MEX3A	107.0295888	2.216190474	0.442220302	5.011507756	5.40E-07	0.011574936
TRGC1	7.125388682	-1.724102592	0.344126762	-5.010079947	5.44E-07	0.0116606
PTPN12	702.4408599	0.630278439	0.125813175	5.00963782	5.45E-07	0.011686874
SLC17A4	391.3298156	-2.194360523	0.438047126	-5.009416549	5.46E-07	0.011699771
POP1	87.79110979	1.176710956	0.234915151	5.009089242	5.47E-07	0.011719137
ACAA2	1172.770456	-1.010718641	0.201941649	-5.005003397	5.59E-07	0.011969905
NR2C2AP	129.1188542	0.815533116	0.163014404	5.002828566	5.65E-07	0.012105222
AEN	222.2111198	0.880612159	0.176054349	5.001933575	5.68E-07	0.012161001
DUSP14	51.71013909	1.452669511	0.290452363	5.001403663	5.69E-07	0.012193911
TNFSF9	14.16643543	2.055891644	0.411125808	5.000638742	5.71E-07	0.012241822
CBX4	169.6679573	0.730974809	0.146234155	4.998659926	5.77E-07	0.012367523
MATN3	8.78635538	2.184061724	0.43746682	4.992519714	5.96E-07	0.01276679
CHAF1B	73.0589538	1.124712618	0.225411552	4.989596171	6.05E-07	0.012960914
VARS1	900.8141097	0.930237856	0.186488282	4.988183963	6.09E-07	0.013055387
PCDHGA1	7.662432145	1.99121276	0.399232419	4.987602877	6.11E-07	0.013094092
CHPF	722.9415019	1.161987711	0.232996762	4.987141035	6.13E-07	0.013124807
0.8664	2.678157762	2.988453664	0.599244559	4.987035122	6.13E-07	0.013131389
MYC	1284.087781	1.536532189	0.308312552	4.983683538	6.24E-07	0.013360389
GLRX3	329.0234333	0.572096913	0.114819237	4.982587652	6.27E-07	0.013435676
DLEU7	8.778433782	1.500751443	0.301278958	4.981268704	6.32E-07	0.013526957
RXRA	1108.349414	-0.608013014	0.122088657	-4.9800942	6.36E-07	0.013608675
EXOSC8	224.092853	0.778643791	0.15645475	4.976798678	6.46E-07	0.013841679
PLUT	5.987051069	4.616031858	0.927867775	4.974881099	6.53E-07	0.01397875
CCL5	315.9756966	-1.436507384	0.288958219	-4.971332494	6.65E-07	0.01423643
0.17027	9.133330333	-1.688920673	0.339820347	-4.970039861	6.69E-07	0.014331
NDRG2	1354.526223	-0.806768393	0.162408531	-4.96752472	6.78E-07	0.014517389
MCEMP1	3.734293104	3.100171412	0.624480913	4.964397387	6.89E-07	0.014752572
PLCG2	236.9323971	-1.12215933	0.226425999	-4.955965023	7.20E-07	0.015406361
GCNT2	112.8225009	-1.880354867	0.379428949	-4.955749617	7.21E-07	0.015422721
BTD	198.1093315	-0.649768173	0.131135061	-4.954953844	7.23E-07	0.015485251
SSB	876.3724338	0.688244103	0.138917808	4.954325943	7.26E-07	0.015534608
0.6765	37.20745121	1.307293148	0.26389435	4.953850463	7.28E-07	0.015571909
ZFAND1	302.6604841	0.709816827	0.143299125	4.95339261	7.29E-07	0.015607881
SLC7A11	72.12139132	1.800513481	0.363506213	4.953184885	7.30E-07	0.015623829
ZFP3	126.4204479	-0.774748817	0.156433081	-4.952589384	7.32E-07	0.015671001
TDGF1	57.99845346	1.964061818	0.396730838	4.950615453	7.40E-07	0.015830059
TAMM41	70.11263127	0.682666839	0.137898291	4.950509797	7.40E-07	0.015837916
MTM1	435.0024111	-0.887799709	0.179392937	-4.948911161	7.46E-07	0.015967792
SPDL1	109.6746884	0.921074917	0.186228666	4.945935207	7.58E-07	0.016212952
SLC27A6	9.364375432	-2.203416004	0.445635031	-4.944440739	7.64E-07	0.01633705
MORF4L2	1566.311704	0.585669654	0.118462919	4.94390699	7.66E-07	0.016381101
LINC01934	6.087642226	-1.671518425	0.338105701	-4.943774741	7.66E-07	0.016391457
RRP1	260.4606513	0.854740881	0.17294875	4.942162811	7.73E-07	0.016526826
ZC3H15	856.7875449	0.561425535	0.113622624	4.941142138	7.77E-07	0.016612813
NUP58	471.427494	0.861585246	0.174486983	4.937819616	7.90E-07	0.016897495
UBAP2L	1112.763539	0.596814809	0.120898963	4.936475842	7.95E-07	0.017013488
PCAT1	19.97347955	1.648826968	0.334063271	4.935672701	7.99E-07	0.017082858
MFSD12	323.0826941	0.86408724	0.175094608	4.934973433	8.02E-07	0.017143375
CLEC5A	12.60458065	2.989265103	0.605924643	4.933394174	8.08E-07	0.017281825
NID2	224.3982302	1.263967481	0.256424764	4.929194281	8.26E-07	0.017656648
CACNA1C	148.1514727	1.794714763	0.364132102	4.928746336	8.28E-07	0.017696344
CAMK4	54.66942667	-1.055812255	0.214227879	-4.928454032	8.29E-07	0.017722007
DHRS11	912.3558671	-1.455468495	0.295350296	-4.927939858	8.31E-07	0.017767865
CERK	711.0105025	-0.652543861	0.132458083	-4.92641783	8.38E-07	0.017905923
PYCR1	519.409837	1.196836993	0.243081478	4.923604223	8.50E-07	0.01816458
0.14635	14.97964681	3.030989663	0.615690847	4.922908432	8.53E-07	0.018228455
PPAT	123.683549	1.141057465	0.23179119	4.92278187	8.53E-07	0.018239399
RIOK3	1250.168441	-0.933137457	0.189555587	-4.922764201	8.53E-07	0.018240194
PTK2B	972.6799949	-0.88087287	0.17894999	-4.922452752	8.55E-07	0.018268401
ETFA	1211.902495	-0.591503201	0.120210195	-4.920574356	8.63E-07	0.018443755
SOCS6	462.8918251	-0.798475554	0.162287536	-4.920128639	8.65E-07	0.018484941
SPP1	788.3341636	2.866936036	0.582703876	4.920056578	8.65E-07	0.018490883
0.6308	2.582700451	-2.20282008	0.447733303	-4.919937973	8.66E-07	0.018501226
LSP1	429.0384258	-0.932519126	0.189638131	-4.917360886	8.77E-07	0.018745497
PCDHB9	10.39278369	2.443213181	0.49710789	4.914854961	8.88E-07	0.018985974
IL23A	11.23117255	2.081939067	0.423663401	4.914134814	8.92E-07	0.019054994
GRIN2D	80.60103831	2.778405523	0.56542539	4.913832258	8.93E-07	0.019083545
TPRG1L	850.1408772	-0.571927739	0.11641358	-4.91289539	8.97E-07	0.019174097
MOCS1	174.0905556	-1.170662198	0.238289913	-4.912764389	8.98E-07	0.019186019
TUBB3	12.96543535	2.054809256	0.418410898	4.910984071	9.06E-07	0.019360153
IRAK2	76.27637351	1.095158517	0.223127715	4.908213744	9.19E-07	0.01963466
PNO1	156.9819134	0.907502284	0.184946865	4.906827079	9.26E-07	0.019773003
ACSL6	62.21595277	2.651681983	0.54051762	4.905819687	9.30E-07	0.01987384
TRIM27	594.5932422	0.513001278	0.104626359	4.903174352	9.43E-07	0.020142526
0.10416	7.422207208	-1.952295164	0.3982652	-4.901997878	9.49E-07	0.020262613
ANKRD9	676.1221421	-0.920918056	0.187905555	-4.900962371	9.54E-07	0.020368766
METTL7A	1108.510847	-1.365973741	0.278733534	-4.900643719	9.55E-07	0.020400879
ELOC	251.7042583	0.60783922	0.12407335	4.899031261	9.63E-07	0.020568032
RFC3	186.5559851	1.508154616	0.307864907	4.898754558	9.64E-07	0.02059605
SGIP1	28.48425413	1.258254853	0.257010427	4.895734658	9.79E-07	0.020913925
SAPCD2	259.6402494	1.528287412	0.312253792	4.894375821	9.86E-07	0.021057949
POLR2K	407.4434788	0.545890797	0.111561654	4.893175888	9.92E-07	0.021185808
MIER1	595.361988	-0.818000452	0.167187899	-4.892701298	9.95E-07	0.021235983
MTARC2	194.6338556	-0.833940062	0.17046335	-4.892195662	9.97E-07	0.02128963
NPM1	3913.657435	0.854046246	0.174579178	4.892028107	9.98E-07	0.021306769
PROSER1	762.6340193	0.91309164	0.186677054	4.891290185	1.00E-06	0.021385817
NME1	98.01751245	1.174650065	0.240221428	4.889863813	1.01E-06	0.021540354
PRCD	7.985100874	-1.248604442	0.255544758	-4.88604992	1.03E-06	0.021960578
THBS2	742.053749	2.405915953	0.492496924	4.885139046	1.03E-06	0.022061314
PALB2	138.3129365	0.763245186	0.156359917	4.881335327	1.05E-06	0.02249015
OR2S1P	7.045077673	-1.77520863	0.363754384	-4.880239827	1.06E-06	0.022614384
ENDOD1	1137.030374	-1.070562068	0.219432117	-4.878784751	1.07E-06	0.022780766
SLC35D3	35.53828082	3.485134472	0.714666917	4.876585706	1.08E-06	0.023035006
MUSK	17.90079461	-2.012218214	0.41272082	-4.8754948	1.09E-06	0.023161594
PRKG2	70.54718134	-2.034434375	0.417284687	-4.875411047	1.09E-06	0.023170338
PLXNA1	530.158423	0.90879418	0.186421484	4.87494339	1.09E-06	0.023224207
